unit_id,sair_number,sair_letter,sair_title,unit_order,unit_type,text_arabic,transliteration_latin,translation_indonesian,text_gorontalo,doc_pages,pdf_pages
sair_06_unit_06,6,f,Sair Keenam,6,prosa_hikayat_indonesia,وَرَوَى يَزِيْدُ بْنُ عَبْدِ اللهِ بْنِ وَهْبٍ عَنْ عَمَّتِهِ: أَنَّ آمِنَةَ أَرْسَلَتْ إِلَى جَدِّهِ عَبْدِ الْمُطَّلِبِ وَهُوَ جَالِسٌ فِي الْحِجْرِ تُبَشِّرُهُ بِوِلَادَتِهِ * فَسُرَّ بِذٰلِكَ سُرُوْرًا كَثِيْرًا وَقَامَ هُوَ وَمَنْ مَعَهُ فَدَخَلَ عَلَيْهَا.,Wa rawā yazīdubnu 'abdil-lāhibni wahb 'an 'ammatihī: anna āminata arsalat ilā jaddihī 'abdil-muṭṭalibi wahuwa jālisun fil-hijri tubasysyiruhū biwilādatih; fasurra biżālika surūran kaṡīran wa qāma huwa wa man ma'ahū fadakhala 'alaihā.,"Riwayat Yazid bin Abdullah bin Wahab: Siti Aminah mengutus seorang pembawa kabar kepada kakeknya, Abdul Muthalib, yang saat itu sedang duduk di Hijr Ka'bah. Mendengar kabar gembira bahwa cucunya telah lahir, bersukacitalah Abdul Muthalib dengan kegembiraan yang teramat besar. Beliau segera bangkit bersama para sahabatnya mendatangi Siti Aminah.",,50-53,53-56
sair_06_unit_07,6,f,Sair Keenam,7,prosa_hikayat_indonesia,فَأَخْبَرَتْهُ بِكُلِّ مَا رَأَتْهُ وَمَا قِيْلَ لَهَا وَمَا أُمِرَتْ بِهِ * فَأَخَذَهُ جَدُّهُ عَبْدُ الْمُطَّلِبِ فَأَدْخَلَهُ الْكَعْبَةَ وَقَامَ عِنْدَهَا يَدْعُو اللهَ وَيَشْكُرُهُ عَزَّ وَجَلَّ عَلَى مَا أَعْطَاهُ.,Fa akhbarat-hu bikulli mā ra'at-hu wamā qīla lahā wamā umirat bih; fa akhażahū jadduhū 'abdul-muṭṭalibi fa adkhalahul-ka'bah wa qāma 'indahā yad'ul-lāha wa yasykuruhū 'azza wa jalla 'alā mā a'ṭāh.,"Abdul Muthalib Membawa Nabi ke Ka'bah: Siti Aminah menceritakan kepada sang kakek segala tanda keajaiban yang disaksikannya, bisikan suara malaikat, dan wasiat penamaan yang diembankan kepadanya. Maka Abdul Muthalib dengan penuh haru dan hormat menggendong bayi suci itu masuk ke dalam Ka'bah, berdiri tegak bermunajat memanjatkan puji syukur kepada Allah 'Azza wa Jalla atas anugerah cucu teragung ini.",,50-53,53-56
sair_06_unit_08,6,f,Sair Keenam,8,jabu_refrein,الْحَمْدُ لِلّٰهِ الْحَمْدُ لِلّٰهِ عَلَى كُلِّ حَالٍ * أَسْتَغْفِرُ اللهَ مِنْ كُلِّ ذَنْبٍ عَلَى ذَنْبٍ,Al-hamdu lillāhi al-hamdu lillāhi 'alā kulli hāl; astagfirul-lāha min kulli żanbin 'alā żanb. (Jābu),Segala puji bagi Allah atas segala keadaan; Aku memohon ampunan kepada Allah dari segala dosa di atas dosa.,,50-53,53-56
sair_07_unit_01,7,g,Sair Ketujuh,1,puisi_sair,الْحَمْدُ لِلّٰهِ الَّذِيْ أَعْطَانِيْ * هٰذَا الْغُلَامَ الطَّيِّبَ الْأَرْدَانِ,Al-hamdu lillāhil-lażī a'ṭānī * hāżal-gulāmaṭ-ṭayyibal-ardān.,Segala puji bagi Allah yang telah menganugerahiku; anak laki-laki yang suci lagi harum semerbak laksana sutra merah.,,53-55,56-58
sair_07_unit_02,7,g,Sair Ketujuh,2,jabu_refrein,صَلَّى عَلَيْكَ اللهُ يَا عَدْنَانُ * اللهُ اللهُ يَا مُصْطَفَى يَا صَفْوَةَ الرَّحْمٰنِ حَسْبُنَا اللهُ,Ṣallā 'alaikal-lāhu yā 'adnāni; allāhu allāhu yā muṣṭafā yā ṣafwatar-rahmāni hasbunal-lāh. (Jābu),"Semoga Allah mencurahkan salawat kepadamu wahai keturunan Adnan; Allah Allah wahai Sang Terpilih, kekasih Yang Maha Pengasih yang suci murni, cukuplah Allah bagi kami.",,53-55,56-58
sair_07_unit_03,7,g,Sair Ketujuh,3,puisi_sair,قَدْ سَادَ فِي الْمَهْدِ عَلَى الْغِلْمَانِ * أُعِيْذُهُ بِالْبَيْتِ ذِي الْأَرْكَانِ * حَتَّى أَرَاهُ بَالِغَ الْبُنْيَانِ,Qad sāda fil-mahdi 'alal-gilmān * u'īżuhū bil-baiti żil-arkān * hattā arāhu bāligal-bunyān.,"Sungguh ia telah menjadi pemimpin anak-anak lain sejak masih berada di dalam buaian; Aku memohonkan perlindungan baginya demi Rumah Suci (Ka'bah) yang memiliki rukun-rukun yang kokoh, hingga kelak kusaksikan ia tumbuh dewasa mencapai bangunan martabatnya.",,53-55,56-58
sair_07_unit_04,7,g,Sair Ketujuh,4,puisi_sair,أُعِيْذُهُ مِنْ شَرِّ ذِيْ سَنَعَانٍ * مِنْ حَسَدِ الْمُضْطَرِبِ الْعَيْنَانِ,U'īżuhū min syarri żī sana'ān * min hasadil-muḍṭaribil-'ainān.,Aku memohonkan perlindungan baginya dari kejahatan bahaya besar; serta dari kedengkian mata orang-orang yang berpenyakit iri hati.,,53-55,56-58
sair_07_unit_05,7,g,Sair Ketujuh,5,jabu_refrein,أَنْتَ الَّذِيْ سُمِّيْتَ فِي الْقُرْآنِ * أَحْمَدَ مَكْتُوْبٌ عَلَى الْجِنَانِ,Antal-lażī summīta fil-qurāni; ahmad maktūbun 'alāl-jinān. (Jābu),Engkaulah sosok yang dinamai di dalam kitab suci Al-Qur'an; nama Ahmad yang telah tertulis mulia di dinding-dinding surga.,,53-55,56-58
sair_07_unit_06,7,g,Sair Ketujuh,6,puisi_sair,أَنْتَ الَّذِيْ طَابَتْ بِهِ الْأَزْمَانُ * وَاسْتَبْشَرَتْ بِفَضْلِهِ الْأَكْوَانُ,Antal-lażī ṭābat bihil-azmān * wastabsyarat bi faḍlihil-akwān.,Engkaulah sosok yang membuat seluruh untaian masa menjadi indah; dan segenap penjuru alam bergembira menyambut keutamaan rahmatmu.,,53-55,56-58
sair_07_unit_07,7,g,Sair Ketujuh,7,prosa_hikayat_indonesia,وَقَامَ عَبْدُ الْمُطَّلِبِ فِي الْكَعْبَةِ الشَّرِيْفَةِ رَافِعًا صَوْتَهُ بِالشُّكْرِ وَالثَّنَاءِ لِلّٰهِ تَعَالَى أَنْ وَهَبَ لَهُ هٰذَا الْمَوْلُوْدَ الْمُبَارَكَ الَّذِيْ سَيَكُوْنُ لَهُ الشَّأْنُ الْعَظِيْمُ فِي الْعَالَمِيْنَ.,Wa qāma 'abdul-muṭṭalibi fil-ka'batisy-syarīfati rāfi'an ṣautahū bisy-syukri waṡ-ṡanā'i lillāhi ta'ālā an wahaba lahū hāżal-maulūdal-mubāraka al-lażī sayakūnu lahusy-sya'nul-'aẓīmu fil-'ālamīn.,"Munajat Syukur di Depan Ka'bah: Berdirilah Abdul Muthalib di hadapan Ka'bah yang mulia, meninggikan suaranya penuh haru dengan puji syukur ke hadirat Allah Ta'ala. Beliau bersyukur atas anugerah bayi yang diberkahi ini, yang kelak membawa kedudukan yang teramat agung bagi seluruh alam semesta.",,53-55,56-58
sair_07_unit_08,7,g,Sair Ketujuh,8,jabu_refrein,يَا رَبَّنَا بِجَاهِ خَيْرِ الْأَنَامِ * صَلِّ عَلَيْهِ وَعَلَى آلِهِ وَسَلِّمْ,Yā rabbanā bi jāhi khairil-anām; ṣalli 'alaihi wa 'alā ālihī wa sallim. (Jābu),"Wahai Tuhan kami, demi kedudukan luhur sebaik-baik manusia; limpahkanlah salawat dan keselamatan senantiasa atasnya dan segenap keluarganya.",,53-55,56-58
sair_08_unit_01,8,h,Sair Kedelapan,1,puisi_sair,"شَهْرُ رَبِيْعٍ فِيْهِ عِزٌّ وَجَلَالُ * قَدْ بَدَا فِيْهِ الْهُدَى بَدْرُ التَّمَامِ
وَانْجَلَى عَنَّا بِهِ كُلُّ الظَّلَامِ * وَحَبَانَا رَبُّنَا نَيْلَ الْمَرَامِ",Syahru rabī'in fīhi 'izzun wajalāl * qad badā fīhil-hudā badrat-tamām; Wanjalā 'annā bihī kulluẓ-ẓalām * wa habānā rabbunā nailal-marām.,"Bulan Rabi'ul Awal sarat akan kemuliaan dan keagungan; telah nampak di dalamnya petunjuk laksana purnama sempurna; Teranglah bagi kita segala kegelapan berkat kehadirannya, dan Tuhan menganugerahkan kepada kita tercapainya segala harapan mulia.",,55-57,58-60
sair_08_unit_02,8,h,Sair Kedelapan,2,jabu_refrein,اللهُ اللهُ اللهُ اللهُ 2× اللهُ اللهُ اللهُ اللهُ اللهُ اللهُ يَا صَمَدِيْ يَا مَوْلَى,Allāh allāh allāh allāh 2x allāh allāh allāh allāh allāh allāh yāṣamadī yā maulā. (Jābu),"Allah Allah Allah Allah; Allah Allah Allah Allah Allah Allah wahai Tuhanku tempat bergantung, wahai Pelindungku.",,55-57,58-60
sair_08_unit_03,8,h,Sair Kedelapan,3,puisi_sair,أَكْرِمْ بِمَوْلِدِ خَيْرِ الْخَلْقِ وَالْبَشَرِ * جَلَوْهُ فِيْ صُوْرَةٍ فَاقَتْ عَلَى الصُّوَرِ,Akrim bi maulidi khairil-khalqi wal-basyar * jalawhu fī ṣūratin fāqat 'alaṣ-ṣuwar.,Betapa mulianya hari kelahiran sebaik-baik makhluk dan manusia; mereka menampakkannya dalam rupa keindahan yang mengungguli segala keelokan paras.,,55-57,58-60
sair_08_unit_04,8,h,Sair Kedelapan,4,puisi_sair,نُوْرٌ تَبَدَّى فَوَلَّى الْكُفْرُ مُنْهَزِمًا * وَأَشْرَقَ الْحَقُّ بِالْبُرْهَانِ وَالْأَثَرِ,Nūrun tabaddā fawallal-kufru munhazimā * wa asyraqal-haqqu bil-burhāni wal-aṡar.,Sebuah cahaya suci yang menampakkan diri hingga kekufuran lari berhamburan kalah; dan kebenaran hakiki memancar gemilang dengan bukti serta jejak nyata.,,55-57,58-60
sair_08_unit_05,8,h,Sair Kedelapan,5,header_dan_pembuka,اللَّهُمَّ صَلِّ وَسَلِّمْ عَلَى سَيِّدِنَا مُحَمَّدٍ,Allāhumma ṣalli wa sallim 'alā sayyidinā muhammad,"Ya Allah, limpahkanlah salawat dan keselamatan kepada junjungan kami Nabi Muhammad.",,55-57,58-60
sair_08_unit_06,8,h,Sair Kedelapan,6,prosa_hikayat_indonesia,وَنُوْدِيَتْ آمِنَةُ فِي الْمَنَامِ: أَبْشِرِيْ يَا آمِنَةُ، فَقَدْ حَمَلْتِ بِسَيِّدِ الْأَوَّلِيْنَ وَالْآخِرِيْنَ، وَخَاتَمِ النَّبِيِّيْنَ وَالْمُرْسَلِيْنَ، فَإِذَا وَضَعْتِهِ فَسَمِّيْهِ مُحَمَّدًا، فَإِنَّ اسْمَهُ فِي التَّوْرَاةِ وَالْإِنْجِيْلِ أَحْمَدُ.,"Wa nūdiyat āminatu fil-manām: absyirī yā āminatu, faqad hamalti bi sayyidil-awwalīna wal-ākhirīn, wa khātamin-nabiyyīna wal-mursalīn, fa iżā waḍa'tihī fasammīhi Muhammadā, fa inna-smahu fit-taurāti wal-injīli Ahmad.","Hikayat Suara Langit: Siti Aminah diseru di dalam tidurnya oleh suara malaikat yang agung: ""Bergembiralah wahai Aminah! Sungguh engkau sedang mengandung penghulu orang-orang terdahulu dan yang terkemudian, penutup para nabi dan utusan Allah. Maka apabila engkau telah melahirkannya, namailah dia MUHAMMAD, karena sesungguhnya namanya di dalam kitab Taurat dan Injil adalah AHMAD.""",,55-57,58-60
sair_08_unit_07,8,h,Sair Kedelapan,7,prosa_hikayat_indonesia,وَكَانَ مِنْ عَلَامَاتِ حَمْلِهِ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ أَنَّ قُرَيْشًا كَانَتْ فِي جَدْبٍ وَضِيْقٍ، فَاخْضَرَّتِ الْأَرْضُ وَأَيْنَعَتِ الثِّمَارُ وَأَتَتْهُمُ الرَّغَدُ مِنْ كُلِّ جَانِبٍ، فَسُمِّيَ ذٰلِكَ الْعَامُ عَامَ الْفَتْحِ وَالِابْتِهَاجِ.,"Wa kāna min 'alāmāti hamlihī ṣallal-lāhu 'alaihi wa sallama anna quraisyin kānat fī jadbin wa ḍīqin, fakhḍarratil-arḍu wa aina'atits-tsimāru wa atat-humur-ragadu min kulli jānib, fasummiya żālikal-'āmu 'āmal-fathi wal-ibtihāj.","Keberkahan Menjelang Rabi'ul Awal: Di antara tanda-tanda keagungan masa kehamilan baginda Nabi SAW adalah ketika kaum Quraisy sebelumnya dilanda kemarau dan paceklik panjang. Begitu janin suci hadir, menghijaulah bumi Makkah, ranumlah pepohonan buah-buahan, dan melimpahlah rezeki dari segala penjuru, sehingga tahun tersebut dinamai Tahun Kemenangan dan Sukacita Raya.",,55-57,58-60
sair_08_unit_08,8,h,Sair Kedelapan,8,jabu_refrein,صَلَّى عَلَيْكَ رَبُّنَا يَا رَبَّ مَوْلَانَا * مُحَمَّدٌ سَيِّدُنَا خَيْرُ الْبَرَايَا,Ṣallā 'alaika rabbunā yā rabba maulānā * muhammadun sayyidunā khairul-barāyā. (Jābu),"Semoga Tuhan kami mencurahkan salawat kepadamu wahai Tuhan Pelindung kami; Muhammad adalah junjungan kami, sebaik-baik sekalian makhluk ciptaan-Nya.",,55-57,58-60
sair_09_unit_01,9,i,Sair Kesembilan,1,header_dan_pembuka,اللَّهُمَّ صَلِّ وَسَلِّمْ وَبَارِكْ عَلَيْهِ,Allāhumma ṣalli wa sallim wa bārik 'alaih,"Ya Allah, limpahkanlah salawat, keselamatan, dan keberkahan kepadanya.",,57-62,60-65
sair_09_unit_02,9,i,Sair Kesembilan,2,prosa_hikayat_indonesia,إِلَى أُمِّهِ آمِنَةَ الْكَرِيْمَةِ تُبَشِّرُهَا بِأَنَّهَا مِنْ جَمِيْعِ الْمَخَاوِفِ آمِنَةٌ * وَتَنُوْبُ عَنِ الْقَوَابِلِ الْبَشَرِيَّةِ بِالسَّعَادَةِ الْأَبَدِيَّةِ وَالْغُرَّةِ الْقَمَرِيَّةِ * وَالطَّلْعَةِ الْمُحَمَّدِيَّةِ * أَخَذَهَا الْمَخَاضُ وَاشْتَدَّ بِهَا أَلَمُهُ * فَوَلَدَتِ النَّبِيَّ صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ كَأَنَّهُ الْبَدْرُ فِيْ تَمَامِهِ.,Ilā ummihī āminatal-karīmah tubasy-syiruhā bi-annahā min jamī'il-makhāwīfi āminah; wa tanūbu 'anil-qawābilil-basyariyyati bis-sa'ādatil-abadiyyati wal-gurratil-qamariyyah; waṭ-ṭal'atil-muhammadiyyah; akhażahal-makhāḍu wasytadda bihā alamuhū; fawuladatin-nabiyya ṣallal-lāhu 'alaihi wa sallama ka-annahul-badru fī tamāmih.,"Detik-Detik Menjelang Kelahiran (Mahallul Qiyam): Malaikat datang membawa kabar gembira kepada ibunda Siti Aminah yang mulia, menegaskan bahwa ia berada dalam lindungan aman dari segala ketakutan. Allah menggantikan bidan-bidan manusia dengan bidadari surga berwajah rembulan pembawa kebahagiaan abadi. Ketika tiba saat kelahiran, lahirlah baginda Nabi Muhammad SAW dalam keadaan memancarkan kemilau laksana bulan purnama di malam kesempurnaannya.",,57-62,60-65
sair_09_unit_03,9,i,Sair Kesembilan,3,puisi_sair,"يَا نَبِي سَلَامٌ عَلَيْكَ * يَا رَسُوْل سَلَامٌ عَلَيْكَ
يَا حَبِيْب سَلَامٌ عَلَيْكَ * صَلَوَاتُ اللهِ عَلَيْكَ","Yā nabī salām 'alaika * yā rasūl salām 'alaika
Yā habīb salām 'alaika * ṣalawātullāhi 'alaika.","Wahai Nabi, salam sejahtera untukmu; Wahai Rasul, salam sejahtera untukmu;
Wahai Kekasih tercinta, salam sejahtera untukmu; Shalawat rahmat Allah senantiasa tercurah atasmu.",,57-62,60-65
sair_09_unit_04,9,i,Sair Kesembilan,4,jabu_refrein,"مَرْحَبًا يَا نُوْرَ الْعَيْنِ * مَرْحَبًا جَدَّ الْحُسَيْنِ
مَرْحَبًا أَهْلًا وَسَهْلًا * مَرْحَبًا يَا خَيْرَ دَاعِيْ","Marhaban yā nūral-'aini * marhaban jaddal-husaini
Marhaban ahlan wa sahlan * marhaban yā khaira dā'i. (Jābu)","Selamat datang wahai cahaya pelupuk mata; Selamat datang wahai kakek dari Hasan dan Husain;
Selamat datang ahlan wa sahlan; Selamat datang wahai sebaik-baik penyeru kebenaran.",,57-62,60-65
sair_09_unit_05,9,i,Sair Kesembilan,5,puisi_sair,"أَشْرَقَ الْبَدْرُ عَلَيْنَا * فَاخْتَفَتْ مِنْهُ الْبُدُوْرُ
مِثْلَ حُسْنِكَ مَا رَأَيْنَا * قَطُّ يَا وَجْهَ السُّرُوْرِ","Asyraqal-badru 'alainā * fakhtafat minhul-budūr;
Miṡla husnika mā ra'ainā * qaṭṭu yā wajhas-surūr.","Telah terbit bulan purnama di tengah kita, maka mereduplah seluruh rembulan lainnya di hadapannya;
Belum pernah kami memandang keelokan sepertimu sama sekali, wahai wajah sumber segala kegembiraan jiwa.",,57-62,60-65
sair_09_unit_06,9,i,Sair Kesembilan,6,puisi_sair,"أَنْتَ شَمْسٌ أَنْتَ بَدْرٌ * أَنْتَ نُوْرٌ فَوْقَ نُوْرٍ
أَنْتَ إِكْسِيْرٌ وَغَالِيْ * أَنْتَ مِصْبَاحُ الصُّدُوْرِ","Anta syamsun anta badrun * anta nūrun fauqa nūr;
Anta iksīrun wa gālī * anta miṣbāhuṣ-ṣudūr.","Engkau laksana mentari, engkau bagaikan purnama; Engkau adalah cahaya gemilang di atas segala cahaya;
Engkau ibarat permata iksir yang amat berharga mahal; Engkaulah pelita penerang di dalam dada sanubari.",,57-62,60-65
sair_09_unit_07,9,i,Sair Kesembilan,7,puisi_sair,"يَا حَبِيْبِيْ يَا مُحَمَّدُ * يَا عَرُوْسَ الْخَافِقَيْنِ
يَا مُؤَيَّدُ يَا مُمَجَّدُ * يَا إِمَامَ الْقِبْلَتَيْنِ","Yā habībī yā muhammad * yā 'arūsal-khāfiqain;
Yā mu'ayyad yā mumajjad * yā imāmal-qiblatain.","Wahai kekasihku, wahai Nabi Muhammad; Wahai pengantin kemuliaan di belahan timur dan barat;
Wahai yang dikuatkan wahyu, wahai yang diagungkan; Wahai imam bagi dua kiblat.",,57-62,60-65
sair_09_unit_08,9,i,Sair Kesembilan,8,puisi_sair,"مَنْ رَأَى وَجْهَكَ يَسْعَدُ * يَا كَرِيْمَ الْوَالِدَيْنِ
حَوْضُكَ الصَّافِي الْمُبَرَّدُ * وِرْدُنَا يَوْمَ النُّشُوْرِ","Man ra'ā wajhaka yas'ad * yā karīmal-wālidain;
Hauḍukash-ṣāfīl-mubarrad * wirdunā yauman-nusyūr.","Barangsiapa memandang wajah sucimu niscaya beroleh bahagia; Wahai keturunan orang tua yang mulia budi pekerti;
Telagamu yang jernih lagi menyegarkan adalah tempat minum kami di hari berbangkit kelak.",,57-62,60-65
sair_09_unit_09,9,i,Sair Kesembilan,9,puisi_sair,"مَا رَأَيْنَا الْعِيْسَ حَنَّتْ * بِالسُّرَى إِلَّا إِلَيْكَ
وَالْغَمَامَةُ قَدْ أَظَلَّتْ * وَالْمَلَا صَلُّوْا عَلَيْكَ","Mā ra'aināl-'īsa hannat * bis-surā illā ilaika;
Wal-gamāmatu qad aẓallat * wal-malā ṣallū 'alaika.","Belum pernah kami melihat unta merintih rindu di keheningan malam hari melainkan saat melangkah tertuju kepadamu;
Awan putih senantiasa menaungi perjalananmu, dan segenap malaikat bersalawat kepadamu.",,57-62,60-65
sair_09_unit_10,9,i,Sair Kesembilan,10,puisi_sair,"وَأَتَاكَ الْعُوْدُ يَبْكِيْ * وَتَذَلَّلَ بَيْنَ يَدَيْكَ
وَاسْتَجَارَتْ يَا حَبِيْبِيْ * عِنْدَكَ الظَّبْيُ النَّفُوْرُ","Wa atākal-'ūdu yabkī * wa tażallala baina yadaika;
Wastajārat yā habībī * 'indakaẓ-ẓabyun-nafūr.","Batang kurma datang meratap menangis mengadukan rindunya dan bersimpuh pasrah di hadapan kedua tanganmu;
Dan kijang hutan yang liar pun datang berlindung memohon suaka kepadamu, wahai kekasih Allah.",,57-62,60-65
sair_09_unit_11,9,i,Sair Kesembilan,11,puisi_sair,"كُلُّ مَنْ فِي الْكَوْنِ هَامُوْا * فِيْكَ يَا بَاهِيَ الْجَبِيْنِ
وَلَهُمْ فِيْكَ غَرَامٌ * وَاشْتِيَاقٌ وَحَنِيْنٌ","Kullu man fil-kauni hāmū * fīka yā bāhil-jabīn;
Wa lahum fīka garāmun * wasytiyāqun wa hanīn.","Seluruh penghuni alam semesta ini mabuk terpikat cinta kepadamu, wahai pemilik kening yang bercahaya gemilang;
Dan di dalam dada mereka bergolak gelora cinta, kerinduan mendalam, dan rasa kasih tiada tara.",,57-62,60-65
sair_09_unit_12,9,i,Sair Kesembilan,12,puisi_sair,"فِيْ مَعَانِيْكَ الْأَنَامُ * قَدْ تَبَدَّتْ حَائِرِيْنَ
أَنْتَ لِلرُّسُلِ خِتَامٌ * أَنْتَ لِلْمَوْلَى شَكُوْرٌ","Fī ma'ānīkal-anāmu * qad tabaddat hā'irīn;
Anta lir-rusuli khitām * anta lil-maulā syakūr.","Memikirkan makna-makna keluhuran pribadimu, segenap manusia tertegun dalam kekaguman;
Engkaulah penutup segenap rasul, dan engkaulah hamba yang paling banyak bersyukur kepada Sang Pencipta.",,57-62,60-65
sair_09_unit_13,9,i,Sair Kesembilan,13,jabu_refrein,اللهُ اللهُ 2× اللهُ اللهُ 2× عِزًّا وَإِجْلَالًا * يَا مَوْلَى مَوْلَى عِزًّا وَإِجْلَالًا,Allāh Allāh 2x Allāh Allāh 2x 'izzan wa ijlālā; yā maulā maulā 'izzan wa ijlālā. (Jābu),Allah Allah 2x Allah Allah 2x Yang Maha Mulia dan Maha Agung; Wahai Pelindung kami Yang Maha Memiliki Kemuliaan dan Keagungan.,,57-62,60-65
sair_09_unit_14,9,i,Sair Kesembilan,14,puisi_sair,"يَا وَلِيَّ الْحَسَنَاتِ * يَا رَفِيْعَ الدَّرَجَاتِ
كَفِّرْ عَنِّيَ الذُّنُوْبَ * وَاغْفِرْ عَنَّا السَّيِّئَاتِ","Yā waliyyal-hasanāt * yā rafī'ad-darajāt;
Kaffir 'anniz-zunūba * wagfir 'annas-sayyi'āt.","Wahai Penguasa segala kebajikan, wahai Yang Maha Mengangkat derajat keluhuran;
Hapuskanlah dari kami segenap dosa, dan ampunilah segala kesalahan kami.",,57-62,60-65
sair_09_unit_15,9,i,Sair Kesembilan,15,puisi_sair,"أَنْتَ غَفَّارُ الْخَطَايَا * وَالذُّنُوْبِ الْمُوْبِقَاتِ
أَنْتَ سَتَّارُ الْمَسَاوِيْ * وَمُقِيْلُ الْعَثَرَاتِ","Anta gaffārul-khaṭāyā * waż-żunūbil-mūbiqāt;
Anta sattārul-masāwī * wa muqīlul-'aṡarāt.","Engkaulah Maha Pengampun segala kekhilafan dan dosa-dosa yang membinasakan;
Engkaulah Maha Penutup segala aib keburukan dan Pembimbing saat tergelincir jatuh.",,57-62,60-65
sair_09_unit_16,9,i,Sair Kesembilan,16,puisi_sair,"عَالِمُ السِّرِّ وَأَخْفَى * مُسْتَجِيْبُ الدَّعَوَاتِ
رَبِّ فَارْحَمْنَا جَمِيْعًا * بِجَمِيْعِ الصَّالِحَاتِ","'Ālimus-sirri wa akhfā * mustajībud-da'awāt;
Rabbi farhamnā jamī'ā * bi jamī'iṣ-ṣālihāt.","Wahai Yang Maha Mengetahui segala rahasia yang tersembunyi, wahai Yang Mengabulkan doa-doa permohonan;
Wahai Tuhanku, limpahkanlah rahmat kasih-Mu kepada kami semua dengan perantara segala amal kebajikan.",,57-62,60-65
sair_09_unit_17,9,i,Sair Kesembilan,17,prosa_hikayat_indonesia,فَلَمَّا أَشْرَقَ نُوْرُهُ فِي الْوُجُوْدِ أَذْعَنَ لِلّٰهِ بِالسُّجُوْدِ * ثُمَّ أَوْمَى بِإِصْبَعِهِ إِلَى السَّمَاءِ * فَوُلِدَ مَخْتُوْنًا مَكْحُوْلًا مَدْهُوْنًا مُعَطَّرًا مُكَرَّمًا * وَخَرَجَ مِنْ ثَغْرِهِ نُوْرٌ أَضَاءَتْ لَهُ قُصُوْرُ بُصْرَى مِنْ أَرْضِ الشَّامِ * وَخَرَّتْ لِهَيْبَتِهِ جَمِيْعُ الصُّلْبَانِ وَالْأَصْنَامِ * وَمُنِعَتِ الشَّيَاطِيْنُ أَنْ تَسْتَرِقَ السَّمْعَ مِنَ السَّمَاءِ.,Falammā asyraqa nūruhū fil-wujūdi aż'ana lillāhi bis-sujūd; ṡumma aumī bi iṣba'ihī ilas-samā'; fawulida makhtūnan mak-hūlan madhūnan mu'aṭṭaran mukarramā; wa kharaja min tsagrihī nūrun aḍā'at lahū quṣūru buṣrā min arḍisy-syām; wa kharrat lihaibatihī jamī'uṣ-ṣulbāni wal-aṣnām; wa muni'atisy-syayāṭīnu an tastariqas-sam'a minas-samā'.,"Mukjizat Kelahiran Bayi Nabi: Begitu cahayanya bersinar menerangi semesta, bayi suci itu langsung bersujud tunduk kepada Allah, seraya mengacungkan jari telunjuknya ke langit melafalkan tauhid. Ia terlahir telah berkhitan, bercelak matanya, harum semerbak, dan dimuliakan. Dari mulutnya terpancar kilauan nur yang menerangi istana kota Bushra di negeri Syam, berhala-berhala dan salib kaum durhaka jatuh tersungkur luluh, dan syaitan-syaitan dihalau serta dilempari bintang api agar tak dapat lagi mencuri dengar kabar langit.",,57-62,60-65
sair_09_unit_18,9,i,Sair Kesembilan,18,jabu_refrein,نُوْرُ مُحَمَّدٍ صَلَّى اللهُ 2× لَا إِلٰهَ إِلَّا اللهُ,Nūru muhammad ṣallal-lāh 2x lā ilāha illallāh. (Jābu),Cahaya Muhammad semoga Allah mencurahkan salawat kepadanya; Tiada Tuhan yang berhak disembah selain Allah.,,57-62,60-65
sair_10_unit_01,10,j,Sair Kesepuluh,1,header_dan_pembuka,اللَّهُمَّ صَلِّ وَسَلِّمْ وَبَارِكْ عَلَيْهِ,Allāhumma ṣalli wa sallim wa bārik 'alaih,"Ya Allah, limpahkanlah salawat, keselamatan, dan keberkahan kepadanya.",,62-65,65-68
sair_10_unit_02,10,j,Sair Kesepuluh,2,puisi_sair,فَلَكُمْ لَهُ مِنْ آيَةٍ مَشْهُوْرَةٍ * نَصُّ الْكِتَابِ لِأَجْلِهِ مَنْظُوْمَا,Falakum lahū min āyatin masysyūrah * naṣṣul-kitābi li ajlihī manẓūmā.,Betapa banyak baginya bukti-bukti mukjizat yang termasyhur; teks ayat-ayat kitab suci telah tersusun indah demi mengagungkan keutamaannya.,,62-65,65-68
sair_10_unit_03,10,j,Sair Kesepuluh,3,jabu_refrein,يَا رَبَّنَا يَا مُحِيْطُ بَلِّغْ مَقَاصِدَنَا * وَاغْفِرْ لَنَا مَا مَضَى يَا وَاسِعَ الْكَرَمِ,Yā rabbanā yā muhīṭu ballig maqāṣidanā * wagfir lanā mā maḍā yā wāsi'al-karami. (Jābu),"Wahai Tuhan kami Yang Maha Meliputi segala sesuatu, sampaikanlah maksud tujuan mulia kami; dan ampunilah dosa-dosa kami yang telah lalu, wahai Pemilik kemurahan yang maha luas.",,62-65,65-68
